,I,Z,F,X,G,Y
0,1.8816674206378863,0.0,0.7058187330867715,1.2313974337490203,1.3889609527211393,1.0
1,0.683760052438551,0.0,0.46634404367911786,-2.7431435993943944,1.125761621128548,1.0
2,1.3869867426639202,0.0,0.8507784586608574,-3.400878001312188,-1.0066146035351093,1.0
3,0.3398346860194017,0.0,0.48277494288405853,-0.9235922645421595,0.34173260024330826,1.0
4,0.6052897662710244,0.0,0.5946788415194101,-3.2017091699082467,-1.7232473597287759,1.0
5,1.3602035813317142,0.0,0.8893509069158958,2.131980238502965,-1.258454666719446,1.0
6,0.7757975577105676,0.0,0.8178636833813707,-2.6633567138682874,4.568714693223802,1.0
7,-0.14850729319492992,0.0,0.5079270381409257,3.2109342045498113,-2.4597086970176067,1.0
8,1.4599423379553915,0.0,0.8143517783828201,-0.08180781142832849,0.6717027750179623,1.0
9,0.11800635243456964,0.0,0.6106052565933462,0.7710280448256577,1.0352810904910228,1.0
10,0.5112522115256666,0.0,0.6450751426323943,4.109267763163944,3.456379724486504,1.0
11,1.975954774290584,0.0,0.8446132518200903,1.949761676181653,2.5989375737219023,1.0
12,2.34068803678426,0.0,0.9232199777796704,1.7202586231967307,4.325287744418756,1.0
13,1.9969820560173435,0.0,0.6612450371933308,-0.5183834587216438,1.1454453283659665,1.0
14,1.4890371723058433,0.0,0.6810511016516235,4.122436414210038,0.2537509990657151,1.0
15,0.6560097494043743,0.0,0.5263536537991081,0.9485533119944534,0.7498979022645043,1.0
16,-0.7993149681844647,0.0,0.5561222247933939,2.87335601310861,2.9915859307906887,1.0
17,0.8525880545360937,0.0,0.46266842163883537,1.5983497558497235,2.354675934464092,1.0
18,1.470816071532857,0.0,0.8084580784791315,0.6979483404751778,1.338773223947495,1.0
19,0.0566233347155405,0.0,0.3561279486976227,1.4946236126876702,1.7485116983419793,1.0
