,I,Z,F,X,G,Y
0,0.8517808246563937,2.0,0.5976953023066054,-1.1117237538629463,2.0,1.0
1,-0.14680363148142284,0.0,0.7856384340218938,2.1352413039567706,2.0,1.0
2,1.6473789374057382,1.0,0.8665905159857774,2.400503344738685,2.0,1.0
3,0.5969156138177429,2.0,0.6140587690299747,1.4173455481645645,2.0,1.0
4,-0.0439390310756099,0.0,0.718266890842184,2.4698764303781355,2.0,1.0
5,1.671429208006487,0.0,0.6338930041696315,0.1191583235026854,2.0,1.0
6,-1.0319792968365804,1.0,0.7265266836237507,1.5167982250107674,2.0,0.0
7,-0.8195395387264719,1.0,0.6039709798608414,1.0179728011856124,2.0,0.0
8,0.9613180144995656,0.0,0.8467711832890514,0.20663206533999068,2.0,1.0
9,0.5500085298514974,0.0,0.8364563805609432,1.5094253099700636,2.0,1.0
10,0.9657361115541868,1.0,0.502532642263014,0.6354955104997759,2.0,1.0
11,1.6603125007879005,0.0,0.9054788317446109,0.6802013258758064,2.0,1.0
12,-0.7101002095911646,2.0,0.5189720380036389,-6.041189004804561,2.0,1.0
13,0.7739423360605766,0.0,0.7747319741719408,2.0531565623722874,2.0,1.0
14,1.501855540469294,0.0,0.7405703770168834,9.821209003988148,2.0,1.0
15,-0.362717065664515,1.0,0.6780924179786025,5.577193190326875,2.0,1.0
16,1.0861385769044298,0.0,0.6467356530425934,3.9181187356066514,2.0,1.0
17,0.41451734247814587,1.0,0.3878559353743769,3.6543073051924937,2.0,1.0
18,1.0243855669530246,2.0,0.555284249366794,2.1340610353213636,2.0,1.0
19,0.8412359761551957,0.0,0.5446843912354267,3.328620121017325,2.0,1.0
